title,link,content_excerpt,direct_classification,direct_reason,direct_confidence,indirect_classification,indirect_reason,indirect_confidence,final_label,final_reason
4찍 2찍 즈그들끼리 싸우느라 정신이없네 ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439641&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
팩트체크) 이준석이 단일화를 안해줘서 국힘이 졌다?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439640&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
까놓고 20대 성별따라서 저렇게 차이나는거?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439639&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
ㅋㅋ이대남들아 공부해서 이민가자ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439638&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
동서로 분리하자 강원도 경상도는 한국/서쪽은 이재명국,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439637&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이준석 ㄹㅇ 끝난거임?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439636&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이재명 과반 못 먹는 거 확정,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439635&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
윤두창이 진짜 어마어마한 새끼였네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439634&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이대남 = 이새끼들이 세금 걱정 하는게 제일 어이 없음..,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439633&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이대남 마인드 .jpg,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439631&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
내가 오늘 가장 놀란게,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439629&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
틀구이 분노의 전한길 뉴스 시청 ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439628&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
4050 다 뒤질때까지는 쭉 민주당 세상이노 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439627&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
페미들아 cia 제보하면 이준석 제외 재투표 간다네 ㅇㅇ..,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439626&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
"이재명은 ""수도 이전"" 어떻게 생각하냐?",https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439624&page=6,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
"이재명은 ""수도 이전"" 어떻게 생각하냐?",https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439624&page=7,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
